Id,Sold Price
47439,793913.8416234883
47440,419864.5170089323
47441,834867.17434011
47442,794435.1250581422
47443,1222603.3925546699
47444,795329.6385919912
47445,1571583.3831691889
47446,414041.1773291048
47447,2195785.972282085
47448,436344.8970846972
47449,548566.3586135091
47450,769256.6721519107
47451,209926.45927084226
47452,293000.57666741766
47453,458523.16187600757
47454,582909.5652479389
47455,312797.92966390855
47456,1902773.5997753867
47457,430175.42478510574
47458,421579.9536527718
47459,315652.2474235024
47460,1538770.1972638837
47461,1386764.41122973
47462,1125537.5996045847
47463,1645483.1769629149
47464,996204.0341815298
47465,871157.430453371
47466,1330633.7529394936
47467,567317.8340952947
47468,11471135.830107342
47469,717112.4612077144
47470,131143.433008367
47471,486073.383531459
47472,254055.67898265753
47473,1892902.7811190176
47474,182200.240440778
47475,2196545.440761862
47476,352447.1817925593
47477,240023.59315443883
47478,189957.00610621102
47479,801465.2089501183
47480,243920.06364995535
47481,164663.41103358212
47482,1709232.3458581578
47483,683140.468708927
47484,3395155.9070589105
47485,438281.630392593
47486,861834.3270475607
47487,1033412.3107522489
47488,1326723.2358168976
47489,783194.5623296954
47490,490910.72501591593
47491,337248.62356999156
47492,569249.3663001846
47493,342435.2443850947
47494,775005.6640696592
47495,449534.48746949865
47496,2530803.587131014
47497,1686606.2744697249
47498,1297788.821068209
47499,205431.97380081672
47500,287556.4677946705
47501,202779.2188048884
47502,271338.04426638084
47503,288934.8655181547
47504,252771.2204604131
47505,151437.99530895505
47506,2827445.87814579
47507,1311664.8839990487
47508,361747.10169756366
47509,754952.1878993524
47510,763778.5886039371
47511,250850.3805719895
47512,432353.2278294482
47513,270968.6062489838
47514,1230685.0408638932
47515,283356.3178474755
47516,637759.386228792
47517,397192.9741193565
47518,1660338.0831557384
47519,583521.3346958299
47520,1626105.7890459776
47521,2078891.4805179944
47522,484842.1679830743
47523,1462377.4241784348
47524,588311.6848807988
47525,1446060.364658719
47526,526256.0105576565
47527,1344589.7598697478
47528,410673.524025
47529,398885.0930562593
47530,1394263.4923926701
47531,2675454.8341862303
47532,711669.5506094658
47533,1456241.8557006156
47534,348630.2258316439
47535,259219.3979913099
47536,31912.921785879953
47537,3328909.8674118216
47538,598161.9173062398
47539,509595.42083053873
47540,1067201.9489144867
47541,570191.2962814184
47542,509404.86877654295
47543,1464301.3363216736
47544,777971.6381672729
47545,1553362.1080300391
47546,542385.8220802986
47547,712946.7043452677
47548,2029977.4757340488
47549,355977.75105713855
47550,9763550.883693084
47551,702273.2871991711
47552,335862.4270515421
47553,1345881.9402174202
47554,402249.4317355886
47555,429298.1746726964
47556,1012700.4514406169
47557,506018.9730710832
47558,1016415.6256596344
47559,383022.39132244023
47560,359470.0077015909
47561,1585190.25302693
47562,1359455.5020289181
47563,556096.3632653072
47564,373484.60196261154
47565,1487369.5284572777
47566,1125000.973850835
47567,608741.9468226917
47568,1501708.8384231937
47569,347913.06246909825
47570,921455.9630186238
47571,481882.7123735355
47572,252144.08038193596
47573,1645768.3778143076
47574,419296.87272302713
47575,983873.1350976607
47576,1075004.7806537927
47577,941587.473114219
47578,1163008.6900782757
47579,719949.527897522
47580,460411.19808336557
47581,1535219.3238757288
47582,532659.6099448589
47583,675226.9344425785
47584,811120.5484943689
47585,371979.01874741394
47586,401026.4533141332
47587,366743.14500490576
47588,811583.0032054214
47589,498247.9382669898
47590,393564.120275155
47591,1365809.1806635037
47592,3010630.427625953
47593,209373.12454476373
47594,525146.9819068494
47595,508434.1384365896
47596,1701620.6685983506
47597,626860.4782885584
47598,386161.419015632
47599,741417.4253330533
47600,3971414.1606802023
47601,353375.71984913433
47602,652903.3101721935
47603,312282.40278370254
47604,482375.1444201283
47605,772445.3872673641
47606,891907.5193471285
47607,264111.2262681823
47608,317557.07196005835
47609,239177.98130651764
47610,896917.120676413
47611,3442215.4939322677
47612,313148.8363130208
47613,1323085.0278867495
47614,284591.63105806534
47615,527599.4229451475
47616,428836.67592468293
47617,1902493.3151759005
47618,346690.70263794856
47619,537660.9112379167
47620,928351.9026942109
47621,700433.4095684652
47622,1497091.3279838834
47623,1638989.5116258867
47624,1233425.1904169873
47625,580284.1960506125
47626,268131.8901223891
47627,637785.1168156465
47628,319203.3552029885
47629,1606096.5785167345
47630,978271.2794873504
47631,1926800.6670440503
47632,363649.9438236515
47633,426116.85175191466
47634,234875.2553307648
47635,778854.9325583287
47636,769897.8311835285
47637,415916.81172286347
47638,1780490.8106210094
47639,529033.8134577239
47640,332925.79009723075
47641,652573.7157292975
47642,309249.8278881918
47643,869394.9457756708
47644,1086395.753120102
47645,417575.5467901089
47646,399659.73748746095
47647,698249.4650466972
47648,152739.86650343778
47649,629927.5742567865
47650,1287298.6779318773
47651,382959.79459231894
47652,1111075.3290030074
47653,328334.4151617751
47654,1351247.7616824026
47655,755194.3120251099
47656,2063999.5896035645
47657,1490765.2928951432
47658,1257154.380095226
47659,759315.9094852807
47660,714736.8306298474
47661,1129446.3173344077
47662,474583.3583591151
47663,998266.938145799
47664,2369483.7526008836
47665,2644745.0822215304
47666,990427.828458734
47667,800774.1363503118
47668,757565.1111828496
47669,707790.45336615
47670,181651.809500265
47671,1044843.414682541
47672,1898074.332906612
47673,769412.0345992713
47674,362110.60943609325
47675,701339.2828794558
47676,459476.68097647396
47677,1092862.2245775477
47678,1154655.045344368
47679,1115514.8605235333
47680,421491.4500231899
47681,810667.394860421
47682,377176.80101871584
47683,408146.0005128917
47684,1243165.2671506247
47685,569313.7686149272
47686,1790185.2565614413
47687,2105164.0508937235
47688,783555.2636909819
47689,750921.6468084081
47690,1505779.6137513595
47691,2050740.8637281777
47692,399764.31358964636
47693,266405.11226444086
47694,317333.1385960622
47695,1359537.4080593826
47696,574878.981021635
47697,1425097.4926173722
47698,471278.5964756469
47699,417851.06862801267
47700,876217.722574664
47701,411045.409495814
47702,2812742.583731952
47703,246756.70369257074
47704,277645.5904136918
47705,673836.667844633
47706,375274.44824593933
47707,4133686.037897889
47708,283826.25791242154
47709,1357746.9583131648
47710,883592.5549480651
47711,882197.173017232
47712,707021.7359583265
47713,1563892.300777597
47714,387800.8818772046
47715,1301564.1135118124
47716,663912.3966994713
47717,275810.74106467003
47718,628534.3904514953
47719,680390.460216981
47720,435686.5773821813
47721,1254998.235465089
47722,819894.5591692929
47723,534059.0829016234
47724,742963.722929292
47725,775971.9031139009
47726,655407.1012523698
47727,1875605.5180980866
47728,875082.4889272145
47729,703135.7174113352
47730,475378.2064442448
47731,609896.5925210522
47732,454943.6253580266
47733,788224.6545615954
47734,8853329.914798401
47735,1426701.1111385406
47736,571179.9258751433
47737,765099.4337861614
47738,224313.27591111223
47739,282841.4887464207
47740,352029.14442446025
47741,450713.63583050144
47742,531453.2849635604
47743,2590956.5894886656
47744,912617.2885555229
47745,1233800.4165979314
47746,807838.4282007869
47747,220398.15253210007
47748,553748.8804228363
47749,954865.7127026799
47750,579374.1717131761
47751,1303045.1467452426
47752,749421.2603919492
47753,347349.9708786919
47754,461782.04282439186
47755,2044051.1968110732
47756,977821.8326336135
47757,352432.1179594683
47758,545836.4822165123
47759,845335.0702651337
47760,926691.2448920424
47761,497029.5289053074
47762,414178.0545754728
47763,1539217.1328301916
47764,692565.6061477002
