Id,Sold Price
47439,809089.1324504089
47440,510395.5549846605
47441,757429.632012138
47442,798805.074455918
47443,1109229.4061658843
47444,738758.5034776026
47445,1476062.0287134286
47446,419341.9988904799
47447,2105653.6543963333
47448,522043.4366731426
47449,587102.1685766277
47450,827406.0793856828
47451,334629.9158815793
47452,323786.8644964429
47453,465507.6778038701
47454,565587.6814593587
47455,288653.5103422677
47456,2018286.8863094784
47457,458252.5333044964
47458,200734.09978135987
47459,338434.4528812547
47460,1360778.984814106
47461,1242915.2187526796
47462,1145878.9395916183
47463,1635995.0457947692
47464,922268.4739485414
47465,808764.2971498888
47466,1243834.1786414613
47467,630122.3843699964
47468,15163736.168539047
47469,656790.6158710748
47470,186060.7412186722
47471,4322351.572830731
47472,330211.80317552894
47473,1803039.3948007487
47474,390393.19291484135
47475,2013663.699297559
47476,372768.840884028
47477,252050.52160982921
47478,257970.82730237278
47479,757896.162328627
47480,201955.4473629209
47481,192664.05158825486
47482,1602999.757167162
47483,661922.9780372458
47484,3274340.3860838288
47485,500954.8206629938
47486,733500.942728531
47487,1058653.0453551165
47488,1297393.0951351328
47489,710617.6445958877
47490,556821.6228437106
47491,311009.01446175826
47492,642799.1401149348
47493,383763.09049667703
47494,744551.6306402308
47495,447688.31715697824
47496,2379524.187523181
47497,1946808.2030972473
47498,1282810.1212571755
47499,230585.62976536312
47500,328137.9672464619
47501,164711.0408121573
47502,340573.3115376274
47503,285411.63469069905
47504,307298.919621795
47505,394727.82501390897
47506,2832361.4359728475
47507,1283729.752714163
47508,418480.49554817996
47509,710471.8487352519
47510,761803.405632886
47511,208565.36106847876
47512,442588.08303851605
47513,267869.2536815125
47514,1114783.499858083
47515,271042.4460885843
47516,689611.9005146709
47517,242326.3529813433
47518,1532754.916794556
47519,569406.9760929967
47520,1483994.6207564767
47521,2150353.4683187366
47522,418021.0777023737
47523,1424963.500441477
47524,642389.1009971786
47525,1714508.9994020406
47526,432643.6962938692
47527,1832823.587668926
47528,138750.10176765095
47529,417183.96371405444
47530,1386823.7404752453
47531,2732897.45330903
47532,709280.3748952687
47533,1620190.0120697275
47534,415538.32214082347
47535,124147.67532793514
47536,215951.01618615523
47537,3604122.5928612337
47538,620609.6572444849
47539,649773.4385256827
47540,1104355.348165322
47541,547971.2818151304
47542,466624.93858237576
47543,1416112.4277421222
47544,749581.3841505691
47545,1598706.5430358907
47546,509305.4865927847
47547,705437.7560028777
47548,2030767.586957675
47549,843621.8671096921
47550,8535400.414334545
47551,698415.1635939473
47552,309837.31589251553
47553,1333743.0416458424
47554,613954.1357902756
47555,445933.0726013497
47556,943314.109201096
47557,479345.2005009892
47558,931719.9240643634
47559,372178.71362586756
47560,388771.6902247423
47561,1452999.454074058
47562,1302488.6544864278
47563,570331.8691934571
47564,390145.4858175005
47565,1491009.8279530923
47566,1252109.7438938238
47567,614415.2161716392
47568,1389066.0156246654
47569,428536.36838173197
47570,837856.4839318467
47571,458726.897744474
47572,270945.5730862048
47573,1790924.088818873
47574,306977.9787398744
47575,1052756.3890480718
47576,1140704.7280634004
47577,922521.6576035351
47578,1218362.0742739679
47579,718242.4545534474
47580,458692.8198331363
47581,1424125.8727527917
47582,542398.7417484984
47583,771960.0587484614
47584,873831.8883777816
47585,380118.6403900151
47586,457851.6146785115
47587,364101.47249806684
47588,844104.3731750349
47589,482183.65805639775
47590,514477.3858697565
47591,1325743.252855544
47592,2913799.6370525016
47593,251951.60367577546
47594,534546.020316725
47595,453846.3987175714
47596,1994508.7026193738
47597,584044.718488655
47598,357195.6331900839
47599,915945.9902286038
47600,2925827.273522376
47601,348048.5914062695
47602,608626.5624049365
47603,323669.20668700145
47604,531099.2969965144
47605,763107.5440667961
47606,846536.76051604
47607,278713.69688593614
47608,164600.1694017322
47609,256395.8340106317
47610,875694.621452431
47611,3252251.9120351407
47612,271238.3005206312
47613,1104958.1546603856
47614,194875.8143743308
47615,543857.656947104
47616,429510.0997337286
47617,2196093.8266157447
47618,336515.3673039329
47619,509489.73866728303
47620,821736.2889118423
47621,701834.9046302352
47622,1474524.709646657
47623,1664003.6242604079
47624,1218543.8814779744
47625,622265.0263043658
47626,123183.57904394444
