Id,Sold Price
47439,779748.4974396488
47440,507456.4945482866
47441,878602.2222222222
47442,779748.4974396488
47443,1140757.3597475456
47444,779748.4974396488
47445,1509293.5151729004
47446,378923.3615608136
47447,2069273.3078393883
47448,507456.4945482866
47449,575391.1111923921
47450,878602.2222222222
47451,378923.3615608136
47452,378923.3615608136
47453,507456.4945482866
47454,575391.1111923921
47455,264636.5857740586
47456,2069273.3078393883
47457,507456.4945482866
47458,184099.126911315
47459,378923.3615608136
47460,1509293.5151729004
47461,1282960.2533172497
47462,1140757.3597475456
47463,1686573.377028181
47464,953091.1936459909
47465,779748.4974396488
47466,1282960.2533172497
47467,666685.847761194
47468,15712900.0
47469,666685.847761194
47470,184099.126911315
47471,507456.4945482866
47472,378923.3615608136
47473,1686573.377028181
47474,264636.5857740586
47475,2069273.3078393883
47476,378923.3615608136
47477,184099.126911315
47478,264636.5857740586
47479,779748.4974396488
47480,184099.126911315
47481,184099.126911315
47482,1686573.377028181
47483,666685.847761194
47484,3226364.0657492355
47485,507456.4945482866
47486,779748.4974396488
47487,1050614.6653674834
47488,1282960.2533172497
47489,779748.4974396488
47490,575391.1111923921
47491,378923.3615608136
47492,666685.847761194
47493,378923.3615608136
47494,666685.847761194
47495,507456.4945482866
47496,2436167.845177665
47497,2069273.3078393883
47498,1282960.2533172497
47499,248932.05330882352
47500,378923.3615608136
47501,184099.126911315
47502,378923.3615608136
47503,264636.5857740586
47504,378923.3615608136
47505,378923.3615608136
47506,2669722.3108265423
47507,1282960.2533172497
47508,457985.38905775076
47509,666685.847761194
47510,779748.4974396488
47511,248932.05330882352
47512,457985.38905775076
47513,264636.5857740586
47514,1140757.3597475456
47515,264636.5857740586
47516,666685.847761194
47517,264636.5857740586
47518,1686573.377028181
47519,575391.1111923921
47520,1509293.5151729004
47521,2069273.3078393883
47522,378923.3615608136
47523,1401678.8703438395
47524,575391.1111923921
47525,1394714.5
47526,378923.3615608136
47527,1509293.5151729004
47528,184099.126911315
47529,378923.3615608136
47530,1401678.8703438395
47531,2669722.3108265423
47532,666685.847761194
47533,1699719.0416666667
47534,378923.3615608136
47535,184099.126911315
47536,248932.05330882352
47537,3619572.4979423867
47538,666685.847761194
47539,507456.4945482866
47540,1140757.3597475456
47541,507456.4945482866
47542,507456.4945482866
47543,1401678.8703438395
47544,779748.4974396488
47545,1686573.377028181
47546,507456.4945482866
47547,666685.847761194
47548,2069273.3078393883
47549,317883.91489361704
47550,7872522.923913044
47551,666685.847761194
47552,378923.3615608136
47553,1282960.2533172497
47554,457985.38905775076
47555,457985.38905775076
47556,953091.1936459909
47557,507456.4945482866
47558,953091.1936459909
47559,378923.3615608136
47560,378923.3615608136
47561,1509293.5151729004
47562,1282960.2533172497
47563,575391.1111923921
47564,378923.3615608136
47565,1509293.5151729004
47566,1206952.2386363635
47567,666685.847761194
47568,1401678.8703438395
47569,378923.3615608136
47570,779748.4974396488
47571,507456.4945482866
47572,264636.5857740586
47573,1686573.377028181
47574,378923.3615608136
47575,1050614.6653674834
47576,1050614.6653674834
47577,878602.2222222222
47578,1206952.2386363635
47579,666685.847761194
47580,507456.4945482866
47581,1509293.5151729004
47582,507456.4945482866
47583,779748.4974396488
